bedrooms,bathrooms,toilets,parking_space,type,town,state,geo_zone,GDP_per_capital,total_crime,price_wins
5,5,6,4,Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,150000000.0
4,5,5,4,Terraced Duplexes,Lekki,Anambra,South East,2002.0,1888,60000000.0
2,2,3,4,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,42000000.0
5,5,6,5,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,4,4,3,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,23000000.0
4,5,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,55000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,56000000.0
2,2,3,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,15000000.0
3,5,4,4,Detached Bungalow,Dakwo,Abuja,North Central,1292.0,5382,50000000.0
3,4,4,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,35000000.0
4,3,3,2,Block of Flats,Oredo,Edo,South South,2038.0,1729,15000000.0
3,3,3,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,34500000.0
3,3,4,4,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,25000000.0
5,6,6,4,Detached Duplex,Karsana,Abuja,North Central,1292.0,5382,100000000.0
3,3,4,2,Detached Bungalow,Oredo,Edo,South South,2038.0,1729,13000000.0
6,7,7,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,270000000.0
4,5,5,4,Detached Bungalow,Ado-Odo/Ota,Ogun,South West,2024.0,1601,13000000.0
5,5,5,4,Detached Duplex,Mowe Ofada,Ogun,South West,2024.0,1601,35000000.0
5,5,7,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,4,Detached Duplex,Gaduwa,Abuja,North Central,1292.0,5382,52000000.0
3,3,4,3,Terraced Duplexes,Gwarinpa,Abuja,North Central,1292.0,5382,40000000.0
6,6,6,2,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,420000000.0
4,5,6,4,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,90000000.0
3,3,4,4,Semi Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,28000000.0
4,4,5,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
4,5,5,4,Block of Flats,Ikorodu,Lagos,South West,6614.0,50975,19999999.0
2,2,3,4,Detached Bungalow,Osogbo,Osun,South West,1030.0,886,15000000.0
3,3,4,4,Detached Bungalow,Kuje,Abuja,North Central,1292.0,5382,15000000.0
5,5,5,4,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,80000000.0
2,2,3,3,Semi Detached Bungalow,Ibeju Lekki,Anambra,South East,2002.0,1888,14000000.0
5,7,7,8,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,150000000.0
5,5,5,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,600000000.0
4,3,4,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,3,4,Detached Bungalow,Oluyole,Oyo,South West,980.0,2969,13000000.0
5,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,75000000.0
6,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,4,4,5,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,40000000.0
3,3,4,3,Semi Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,29000000.0
5,5,5,6,Detached Duplex,Surulere,Lagos,South West,6614.0,50975,110000000.0
5,5,5,4,Terraced Duplexes,Jahi,Abuja,North Central,1292.0,5382,55000000.0
5,6,6,3,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,170000000.0
2,2,3,8,Block of Flats,Port Harcourt,Rivers,South South,2277.0,1570,26000000.0
4,4,5,2,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,115000000.0
3,5,2,4,Semi Detached Bungalow,Owerri Municipal,Imo,South East,2996.0,1590,37000000.0
4,4,4,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,19000000.0
4,4,5,3,Semi Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,27000000.0
7,7,8,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,3,6,Detached Bungalow,Agege,Lagos,South West,6614.0,50975,20000000.0
5,5,6,4,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,330000000.0
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,220000000.0
5,6,7,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,78000000.0
4,5,5,4,Detached Bungalow,Agege,Lagos,South West,6614.0,50975,28000000.0
3,3,4,6,Block of Flats,Guzape District,Abuja,North Central,1292.0,5382,36000000.0
6,6,6,4,Detached Bungalow,Ifako-Ijaiye,Lagos,South West,6614.0,50975,15000000.0
5,5,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,145000000.0
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,120000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,106000000.0
4,4,5,8,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,25000000.0
4,5,5,4,Detached Bungalow,Asaba,Delta,South South,2306.0,7150,27000000.0
2,2,3,4,Semi Detached Bungalow,Ifako-Ijaiye,Anambra,South East,2002.0,1888,13000000.0
1,5,5,4,Detached Duplex,Kubwa,Abuja,North Central,1292.0,5382,40000000.0
4,5,5,4,Block of Flats,Oredo,Edo,South South,2038.0,1729,13000000.0
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,65000000.0
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,46000000.0
4,5,5,4,Block of Flats,Yaba,Lagos,South West,6614.0,50975,70000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,53000000.0
6,9,7,1,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,180000000.0
5,5,6,4,Detached Bungalow,Obafemi Owode,Ogun,South West,2024.0,1601,28000000.0
4,6,5,1,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,80000000.0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,520000000.0
5,5,6,2,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,8,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
2,2,2,4,Detached Duplex,Ikotun,Lagos,South West,6614.0,50975,13000000.0
2,3,3,4,Detached Bungalow,Agege,Lagos,South West,6614.0,50975,13000000.0
4,4,5,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,110000000.0
4,4,6,6,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,80000000.0
3,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,50000000.0
5,5,6,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,25000000.0
4,4,5,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,68000000.0
4,4,5,5,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,95000000.0
5,6,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
6,7,7,4,Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,162000000.0
5,5,6,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,78000000.0
6,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,295000000.0
4,4,5,4,Detached Duplex,Gbagada,Lagos,South West,6614.0,50975,65000000.0
5,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,95000000.0
4,4,5,2,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,48000000.0
4,5,5,3,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,270000000.0
5,5,6,4,Semi Detached Bungalow,Ikoyi,Lagos,South West,6614.0,50975,350000000.0
3,3,4,4,Detached Bungalow,Isheri North,Lagos,South West,6614.0,50975,45000000.0
4,4,6,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,230000000.0
3,3,4,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,80000000.0
6,6,7,8,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,5,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,155000000.0
4,6,6,5,Detached Duplex,Apo,Abuja,North Central,1292.0,5382,65000000.0
5,5,6,9,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,250000000.0
4,5,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,71750000.0
4,4,4,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,62000000.0
2,5,5,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,20000000.0
2,5,2,4,Block of Flats,Ajah,Lagos,South West,6614.0,50975,25000000.0
8,8,9,2,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,650000000.0
2,2,2,4,Block of Flats,Oredo,Edo,South South,2038.0,1729,65000000.0
6,7,7,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,3,2,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,72000000.0
4,4,5,1,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,400000000.0
4,5,5,8,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,48000000.0
2,2,3,2,Block of Flats,Ajah,Lagos,South West,6614.0,50975,36000000.0
5,5,6,5,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,235000000.0
5,6,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,50000000.0
4,5,5,4,Semi Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,35000000.0
3,3,3,3,Detached Bungalow,Kuje,Abuja,North Central,1292.0,5382,20000000.0
4,4,4,4,Block of Flats,Oredo,Edo,South South,2038.0,1729,55000000.0
4,6,6,6,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,55000000.0
4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,165000000.0
7,5,5,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,400000000.0
5,5,6,4,Detached Duplex,Enugu,Enugu,South East,690.0,2171,125000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,118000000.0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,530000000.0
4,5,5,4,Detached Duplex,Magboro,Ogun,South West,2024.0,1601,19500000.0
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
6,5,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
4,5,5,4,Block of Flats,Ikeja,Lagos,South West,6614.0,50975,100000000.0
5,5,6,1,Detached Duplex,Asaba,Delta,South South,2306.0,7150,110000000.0
5,7,7,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,50000000.0
5,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,190000000.0
3,5,5,4,Detached Bungalow,Mowe Town,Ogun,South West,2024.0,1601,15000000.0
4,4,5,9,Semi Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,80000000.0
6,7,7,6,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,95000000.0
4,6,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
3,5,4,4,Detached Bungalow,Kabusa,Abuja,North Central,1292.0,5382,28000000.0
4,3,3,6,Block of Flats,Ibadan,Oyo,South West,980.0,2969,20000000.0
4,4,4,4,Terraced Bungalow,Victoria Island (VI),Lagos,South West,6614.0,50975,125000000.0
5,5,6,8,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,170000000.0
5,6,6,3,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,300000000.0
3,4,4,7,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,48000000.0
4,5,5,3,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,65000000.0
3,5,5,4,Detached Bungalow,Apo,Abuja,North Central,1292.0,5382,40000000.0
4,6,5,7,Detached Bungalow,Wuse,Abuja,North Central,1292.0,5382,160000000.0
4,5,5,4,Block of Flats,Ado-Odo/Ota,Ogun,South West,2024.0,1601,15000000.0
5,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
6,7,6,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,5,5,4,Block of Flats,Isolo,Lagos,South West,6614.0,50975,42000000.0
3,4,5,5,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,42000000.0
4,5,5,5,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
4,4,4,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,37000000.0
5,6,6,8,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,170000000.0
5,5,6,4,Semi Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,110000000.0
5,6,6,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,4,6,Detached Bungalow,Ikotun,Lagos,South West,6614.0,50975,37000000.0
6,5,5,4,Detached Duplex,Wuye,Abuja,North Central,1292.0,5382,160000000.0
5,1,1,4,Detached Duplex,Agbara-Igbesa,Lagos,South West,6614.0,50975,55000000.0
4,5,5,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,240000000.0
6,5,5,4,Detached Duplex,Ipaja,Lagos,South West,6614.0,50975,15000000.0
4,4,4,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,90000000.0
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,55000000.0
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,60000000.0
5,7,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
4,5,5,3,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,55000000.0
4,5,5,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,85000000.0
3,3,3,4,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,30000000.0
5,5,4,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
6,7,7,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,4,5,5,Terraced Duplexes,Durumi,Abuja,North Central,1292.0,5382,650000000.0
3,4,4,2,Detached Duplex,Ikorodu,Lagos,South West,6614.0,50975,23000000.0
5,5,6,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,45000000.0
7,5,7,4,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,110000000.0
4,5,6,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,200000000.0
3,5,5,4,Block of Flats,Jabi,Abuja,North Central,1292.0,5382,500000000.0
4,4,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,380000000.0
3,3,4,5,Semi Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,65000000.0
4,4,4,2,Detached Duplex,Ipaja,Lagos,South West,6614.0,50975,25000000.0
1,1,1,4,Block of Flats,Ogijo,Ogun,South West,2024.0,1601,30000000.0
1,1,1,4,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,350000000.0
4,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,70000000.0
3,4,5,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,40000000.0
4,5,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,67000000.0
3,4,4,3,Block of Flats,Katampe,Abuja,North Central,1292.0,5382,650000000.0
5,6,6,6,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,650000000.0
6,6,6,6,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,5,5,3,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,60000000.0
4,5,5,4,Block of Flats,Yaba,Lagos,South West,6614.0,50975,25000000.0
3,3,4,4,Terraced Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
3,3,4,4,Block of Flats,Enugu,Enugu,South East,690.0,2171,30000000.0
5,5,6,1,Detached Duplex,Lekki,Anambra,South East,2002.0,1888,310000000.0
6,7,8,5,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,140000000.0
4,6,6,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,53000000.0
4,5,5,5,Detached Bungalow,Owerri West,Imo,South East,2996.0,1590,13000000.0
6,7,7,9,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,130000000.0
3,3,3,3,Semi Detached Bungalow,Obafemi Owode,Ogun,South West,2024.0,1601,13000000.0
4,5,5,3,Terraced Duplexes,Asokoro District,Abuja,North Central,1292.0,5382,55000000.0
5,5,6,7,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,130000000.0
4,4,5,5,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,65000000.0
8,1,1,1,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
3,3,4,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,48000000.0
3,3,4,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,28000000.0
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,40000000.0
5,5,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,165000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,220000000.0
5,7,7,5,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,3,4,Semi Detached Bungalow,Ibeju Lekki,Anambra,South East,2002.0,1888,15000000.0
2,2,3,1,Block of Flats,Lekki,Lagos,South West,6614.0,50975,28000000.0
6,5,5,4,Detached Duplex,Galadimawa,Abuja,North Central,1292.0,5382,350000000.0
4,5,5,4,Terraced Duplexes,Gwarinpa,Abuja,North Central,1292.0,5382,50000000.0
3,5,3,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,69000000.0
4,6,5,4,Terraced Duplexes,Jabi,Abuja,North Central,1292.0,5382,100000000.0
6,7,7,1,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,380000000.0
5,5,5,4,Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,90000000.0
7,7,8,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,280000000.0
3,5,4,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,48000000.0
5,5,6,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,105000000.0
4,4,4,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,45000000.0
3,2,2,4,Block of Flats,Sango Ota,Ogun,South West,2024.0,1601,13000000.0
4,5,5,8,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,180000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,76000000.0
6,6,7,5,Detached Duplex,Galadimawa,Abuja,North Central,1292.0,5382,120000000.0
4,4,5,4,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,115000000.0
6,6,7,5,Detached Duplex,Dape,Abuja,North Central,1292.0,5382,100000000.0
5,5,4,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,350000000.0
6,7,7,4,Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,320000000.0
4,4,5,5,Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,75000000.0
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,62000000.0
3,3,4,4,Terraced Duplexes,Wuse 2,Abuja,North Central,1292.0,5382,150000000.0
6,6,6,6,Detached Duplex,Apo,Abuja,North Central,1292.0,5382,120000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,67500000.0
5,5,6,8,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,6,7,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,74000000.0
4,5,5,6,Block of Flats,Owerri Municipal,Imo,South East,2996.0,1590,40000000.0
4,5,5,4,Detached Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,24000000.0
5,5,6,4,Detached Duplex,Amuwo Odofin,Lagos,South West,6614.0,50975,125000000.0
5,7,3,1,Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,250000000.0
5,7,7,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,160000000.0
5,5,6,2,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,250000000.0
5,5,6,4,Semi Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,105000000.0
5,6,7,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,135000000.0
3,5,3,4,Block of Flats,Arepo,Ogun,South West,2024.0,1601,18000000.0
3,3,4,4,Terraced Duplexes,Galadimawa,Abuja,North Central,1292.0,5382,30000000.0
2,2,3,2,Terraced Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
4,4,5,4,Semi Detached Duplex,Wuye,Abuja,North Central,1292.0,5382,160000000.0
4,4,5,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,50000000.0
3,3,3,2,Detached Bungalow,Ado-Odo/Ota,Ogun,South West,2024.0,1601,15000000.0
4,5,4,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,75000000.0
4,4,6,4,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,67000000.0
6,6,7,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,145000000.0
5,5,6,9,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,205000000.0
6,8,8,8,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
5,5,6,4,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,50000000.0
1,1,1,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,40000000.0
4,4,5,6,Detached Bungalow,Mbora (Nbora),Abuja,North Central,1292.0,5382,70000000.0
5,7,7,8,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,250000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,100000000.0
3,3,4,4,Detached Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
5,5,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,99000000.0
2,3,3,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,45000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,185000000.0
4,5,5,8,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,80000000.0
4,4,5,3,Terraced Duplexes,Lokogoma District,Abuja,North Central,1292.0,5382,32000000.0
4,4,5,5,Detached Duplex,Arepo,Ogun,South West,2024.0,1601,95000000.0
3,2,2,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,23000000.0
4,5,5,1,Detached Bungalow,Kafe,Abuja,North Central,1292.0,5382,45000000.0
4,5,5,2,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,235000000.0
4,5,2,4,Block of Flats,Maitama District,Abuja,North Central,1292.0,5382,36000000.0
5,5,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,72000000.0
6,6,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,140000000.0
5,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,220000000.0
7,5,5,4,Detached Bungalow,Ojodu,Lagos,South West,6614.0,50975,40000000.0
3,3,4,7,Terraced Duplexes,Lokogoma District,Abuja,North Central,1292.0,5382,33000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,83000000.0
3,3,4,2,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,30000000.0
7,9,8,5,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,145000000.0
6,6,7,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,190000000.0
3,3,4,2,Semi Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,35000000.0
3,3,4,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
4,4,5,6,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,90000000.0
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,90000000.0
2,2,2,1,Block of Flats,Oredo,Edo,South South,2038.0,1729,70000000.0
6,5,7,4,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,155000000.0
7,7,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,140000000.0
5,5,6,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
6,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,91000000.0
5,6,5,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,5,5,4,Block of Flats,Agege,Lagos,South West,6614.0,50975,45000000.0
6,6,7,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,355000000.0
6,6,7,3,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,250000000.0
4,4,5,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,77000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,58000000.0
4,4,5,6,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,250000000.0
4,4,5,3,Semi Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,50000000.0
5,5,5,6,Detached Duplex,Ado-Odo/Ota,Ogun,South West,2024.0,1601,35000000.0
4,4,5,4,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,35000000.0
4,4,5,3,Semi Detached Duplex,Lekki,Anambra,South East,2002.0,1888,75000000.0
3,4,5,4,Terraced Duplexes,Jahi,Abuja,North Central,1292.0,5382,60000000.0
2,2,3,3,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,14000000.0
3,3,3,3,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,126000000.0
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,95000000.0
2,2,3,2,Block of Flats,Dakibiyu,Abuja,North Central,1292.0,5382,22500000.0
4,4,5,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,200000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,550000000.0
5,6,6,6,Detached Duplex,Mabushi,Abuja,North Central,1292.0,5382,650000000.0
5,5,6,5,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,170000000.0
5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,60000000.0
5,5,6,9,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,40000000.0
4,5,5,6,Terraced Duplexes,Katampe,Abuja,North Central,1292.0,5382,80000000.0
9,1,1,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
5,5,6,8,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,4,5,1,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,190000000.0
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,80000000.0
5,7,7,9,Detached Duplex,Lugbe District,Abuja,North Central,1292.0,5382,120000000.0
5,6,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,146000000.0
